Alteration	HCT116_LARGE_INTESTINE	HT29_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	KM12_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	LS513_LARGE_INTESTINE	SW837_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	CL11_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	CL34_LARGE_INTESTINE	SW1116_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	LS123_LARGE_INTESTINE	SW403_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	SW948_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	LS180_LARGE_INTESTINE	NCIH508_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	SW620_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	T84_LARGE_INTESTINE	SW480_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	C2BBE1_LARGE_INTESTINE	SNUC1_LARGE_INTESTINE	SNUC2A_LARGE_INTESTINE	RKO_LARGE_INTESTINE	HRT18_LARGE_INTESTINE	GP2D_LARGE_INTESTINE	SW48_LARGE_INTESTINE	OUMS23_LARGE_INTESTINE	SNU503_LARGE_INTESTINE	SNU175_LARGE_INTESTINE	SNU81_LARGE_INTESTINE	SNU407_LARGE_INTESTINE	CW2_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	SNU283_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	SNU1040_LARGE_INTESTINE	HT55_LARGE_INTESTINE	MDST8_LARGE_INTESTINE	HT115_LARGE_INTESTINE	CL14_LARGE_INTESTINE	CL40_LARGE_INTESTINE
METTL21D	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SOS2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
L2HGDH	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ATP5S	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
CDKL1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
MAP4K5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
ATL1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-2	0	0	-1	0
SAV1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-2	0	0	-1	0
NIN	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-2	0	0	-1	0
ABHD12B	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
PYGL	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
TRIM9	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
TMX1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
LOC283553	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
FRMD6	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
FRMD6-AS1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GNG2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf166	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
NID2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PTGDR	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PTGER2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	1	0	-1	0
TXNDC16	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GPR137C	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ERO1L	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PSMC6	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
STYX	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GNPNAT1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
FERMT2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DDHD1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
BMP4	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
CDKN3	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	1	-1	0
CNIH	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GMFB	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
CGRRF1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SAMD4A	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GCH1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
MIR4308	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
hsa-mir-4308	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
WDHD1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SOCS4	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
MAPK1IP1L	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
LGALS3	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DLGAP5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
FBXO34	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ATG14	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
TBPL2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
KTN1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
KTN1-AS1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	-1	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
RPL13AP3	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
LINC00520	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	0	-1	-1	0	0	-1	-1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PELI2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	0	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf101	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	-2	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
OTX2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	-2	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
OTX2OS1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	-2	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
EXOC5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
MUDENG	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
NAA30	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf105	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
SLC35F4	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf37	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ACTR10	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PSMA3	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
FLJ31306	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
ARID4A	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
TIMM9	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
TOMM20L	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
KIAA0586	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DACT1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DAAM1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf149	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
GPR135	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
JKAMP	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf38	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
RTN1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf135	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
DHRS7	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
PPM1A	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	0	0	0	-1	0
C14orf39	0	-1	0	1	0	0	0	0	1	-1	1	0	-2	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SIX6	0	-1	0	1	0	0	0	0	1	-1	1	0	-2	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SIX1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SIX4	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
MNAT1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SLC38A6	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
TRMT5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
PRKCH	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
TMEM30B	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
FLJ22447	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
HIF1A	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
HIF1A-AS2	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SNAPC1	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
SYT16	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
FLJ43390	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
KCNH5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
RHOJ	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
GPHB5	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
PPP2R5E	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
WDR89	0	-1	0	1	0	0	0	0	1	-1	1	0	0	0	1	1	0	0	-1	-1	0	0	-1	-1	2	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	1	1	0	1	0	0	0	-1	1	1	0	-1	0	0	-1	0
